
Virus Strain Name,Accession ID,Data Source,Related ID,Nuc.Completeness,Sequence Length,Sequence Quality,Quality Assessment,Host,Sample Collection Date,Location,Originating Lab,Submission Date,Submitting Lab
BetaCoV/USA/WA1-F6/2020,MT020881,GenBank,EPI_ISL_407215,Complete,29882,High,0/0/0/3/NO,Homo sapiens,2020-01-25,United States / Washington,WA State Department of Health,2020-02-04,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention"
BetaCoV/Korea/KCDC03/2020,EPI_ISL_407193,GISAID,,Complete,29818,High,0/0/0/4/NO,Homo sapiens,2020-01-25,South Korea / Gyeonggi-do,Korea Centers for Disease Control & Prevention (KCDC) Center for Laboratory Control of Infectious Diseases Division of Viral Diseases,2020-02-04,Korea Centers for Disease Control & Prevention (KCDC) Center for Laboratory Control of Infectious Diseases Division of Viral Diseases
BetaCoV/Japan/AI/I-004/2020,LC521925,GenBank,EPI_ISL_407084,Complete,29848,High,0/0/1/3/NO,Homo sapiens,2020-01-25,Japan / Aichi,"Department of Virology III, National Institute of Infectious Diseases",2020-02-04,"Pathogen Genomics Center, National Institute of Infectious Diseases"
BetaCoV/USA/WA1-A12/2020,MT020880,GenBank,EPI_ISL_407214,Complete,29882,High,0/0/0/3/NO,Homo sapiens,2020-01-25,United States / Washington,WA State Department of Health,2020-02-04,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention"
BetaCoV/Singapore/1/2020,EPI_ISL_406973,GISAID,,Complete,29845,High,0/0/0/1/NO,Homo sapiens,2020-01-23,Singapore,Singapore General Hospital,2020-02-03,National Public Health Laboratory
BetaCoV/England/02/2020,EPI_ISL_407073,GISAID,,Complete,29843,High,0/0/0/5/NO,Homo sapiens,2020-01-29,United Kingdom,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-02-03,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
BetaCoV/England/01/2020,EPI_ISL_407071,GISAID,,Complete,29843,High,0/1/0/5/NO,Homo sapiens,2020-01-29,United Kingdom,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-02-03,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
BetaCoV/Finland/1/2020,MT020781,GenBank,EPI_ISL_407079,Complete,29847,Low,163/0/NA/NA/NA,Homo sapiens,2020-01-29,Finland / Lapland,Lapland Central Hospital,2020-02-03,"Department of Virology, University of Helsinki and Helsinki University Hospital, Helsinki, Finland"
20cov-1L,GWHABKS00000000,Genome Warehouse,"EPI_ISL_406970, MT039873",Complete,29833,High,0/0/0/0/NO,Homo sapiens,2020-01-20,China / Zhejiang / Hangzhou,Hangzhou Center for Disease and Control Microbiology Lab,2020-02-03,"Microbiology Detection, Hangzhou center for disease control and prevention"
2019 nCoV/Italy-INMI1,MT008022,GenBank,EPI_ISL_406959,Partial,322,High,0/0/NA/NA/NA,Homo sapiens,2020-01,Italy / Rome,,2020-02-01,"Virology Laboratory, INMI L. Spallanzani"
2019 nCoV/Italy-INMI2,MT008023,GenBank,EPI_ISL_406960,Partial,322,High,0/0/NA/NA/NA,Homo sapiens,2020-01,Italy / Rome,,2020-02-01,"Virology Laboratory, INMI L. Spallanzani"
BetaCoV/Wuhan/WH19002/2019,NMDC60013002-05,NMDC,,Partial,26973,Low,34/113/NA/NA/NA,Homo sapiens,2019-12-30,China / Hubei / Wuhan,,2020-01-28,"China CDC; Shandong First Medical University & Shandong Academy of Medical Sciences; Hubei Provincial Center for Disease Control and Prevention; BGI PathoGenesis Pharmaceutical Technology Co., Ltd"
BetaCoV/Wuhan/WH19008/2019,NMDC60013002-06,NMDC,,Complete,29891,High,0/0/0/1/NO,Homo sapiens,2019-12-30,China / Hubei / Wuhan,,2020-01-28,"China CDC; Shandong First Medical University & Shandong Academy of Medical Sciences; Hubei Provincial Center for Disease Control and Prevention; BGI PathoGenesis Pharmaceutical Technology Co., Ltd"
BetaCoV/Wuhan/YS8011/2020,NMDC60013002-07,NMDC,,Complete,29890,High,0/0/1/1/NO,Homo sapiens,2020-01-07,China / Hubei / Wuhan,,2020-01-28,"China CDC; Shandong First Medical University & Shandong Academy of Medical Sciences; Hubei Provincial Center for Disease Control and Prevention; BGI PathoGenesis Pharmaceutical Technology Co., Ltd"
BetaCoV/Wuhan/WH19001/2019,NMDC60013002-08,NMDC,,Complete,29891,High,0/0/0/0/NO,Homo sapiens,2019-12-30,China / Hubei / Wuhan,,2020-01-28,"China CDC; Shandong First Medical University & Shandong Academy of Medical Sciences; Hubei Provincial Center for Disease Control and Prevention; BGI PathoGenesis Pharmaceutical Technology Co., Ltd"
BetaCoV/Wuhan/WH19004/2020,NMDC60013002-09,NMDC,,Complete,29896,High,0/0/0/2/NO,Homo sapiens,2020-01-01,China / Hubei / Wuhan,,2020-01-28,"China CDC; Shandong First Medical University & Shandong Academy of Medical Sciences; Hubei Provincial Center for Disease Control and Prevention; BGI PathoGenesis Pharmaceutical Technology Co., Ltd"
BetaCoV/Wuhan/WH19005/2019,NMDC60013002-10,NMDC,,Complete,29891,High,0/0/0/2/NO,Homo sapiens,2019-12-30,China / Hubei / Wuhan,,2020-01-28,"China CDC; Shandong First Medical University & Shandong Academy of Medical Sciences; Hubei Provincial Center for Disease Control and Prevention; BGI PathoGenesis Pharmaceutical Technology Co., Ltd"
BetaCoV/Germany/BavPat1/2020,EPI_ISL_406862,GISAID,,Complete,29782,High,0/0/0/3/NO,Homo sapiens,2020-01-28,Germany / Bavaria / Munich,"Charité Universitätsmedizin Berlin, Institute of Virology; Institut für Mikrobiologie der Bundeswehr, Munich",2020-01-31,"Charité Universitätsmedizin Berlin, Institute of Virology"
BetaCoV/Wuhan/WH-01/2019,CNA0007332,CNGBdb,"LR757998, EPI_ISL_406798, NMDC60013002-01",Complete,29834,High,0/0/0/2/NO,Homo sapiens,2019-12-26,China / Hubei / Wuhan,General Hospital of Central Theater Command of People's Liberation Army of China,2020-01-30,"BGI PathoGenesis Pharmaceutical Technology Co., Ltd; China CDC; Shandong First Medical University & Shandong Academy of Medical Sciences; Hubei Provincial Center for Disease Control and Prevention"
BetaCoV/Wuhan/WH-02/2019,CNA0007333,CNGBdb,"LR757997, EPI_ISL_406799, NMDC60013002-02",Partial,29388,Low,10075/0/NA/NA/NA,Homo sapiens,2019-12-31,China / Hubei / Wuhan,General Hospital of Central Theater Command of People's Liberation Army of China,2020-01-30,"BGI PathoGenesis Pharmaceutical Technology Co., Ltd; China CDC; Shandong First Medical University & Shandong Academy of Medical Sciences; Hubei Provincial Center for Disease Control and Prevention"
BetaCoV/Wuhan/WH-03/2019,CNA0007334,CNGBdb,"LR757996, EPI_ISL_406800, NMDC60013002-03",Complete,29851,High,0/0/0/0/NO,Homo sapiens,2020-01-01,China / Hubei / Wuhan,General Hospital of Central Theater Command of People's Liberation Army of China,2020-01-30,"BGI PathoGenesis Pharmaceutical Technology Co., Ltd; China CDC; Shandong First Medical University & Shandong Academy of Medical Sciences; Hubei Provincial Center for Disease Control and Prevention"
BetaCoV/Wuhan/WH-04/2019,CNA0007335,CNGBdb,"LR757995, EPI_ISL_406801, NMDC60013002-04",Complete,29843,High,0/0/0/5/YES,Homo sapiens,2020-01-05,China / Hubei / Wuhan,General Hospital of Central Theater Command of People's Liberation Army of China,2020-01-30,"BGI PathoGenesis Pharmaceutical Technology Co., Ltd; China CDC; Shandong First Medical University & Shandong Academy of Medical Sciences; Hubei Provincial Center for Disease Control and Prevention"
BetaCoV/Australia/VIC01/2020,MT007544,GenBank,EPI_ISL_406844,Complete,29893,High,0/0/1/4/NO,Homo sapiens,2020-01-25,Australia / Victoria / Clayton,Monash Medical Centre,2020-01-31,"Department of Microbiology and Immunology, The University of Melbourne at The Peter Doherty Institute for Infection and Immunity"
WIV02,GWHABKK00000000,Genome Warehouse,"EPI_ISL_402127, MN996527",Complete,29825,High,0/0/0/2/NO,Homo sapiens,2019-12-30,China / Hubei / Wuhan,Wuhan Jinyintan Hospital,2020-01-18,"CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases, Wuhan Institute of Virology, Chinese Academy of Sciences"
WIV04,GWHABKL00000000,Genome Warehouse,"EPI_ISL_402124, MN996528",Complete,29891,High,0/0/0/0/NO,Homo sapiens,2019-12-30,China / Hubei / Wuhan,Wuhan Jinyintan Hospital,2020-01-11,"CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases, Wuhan Institute of Virology, Chinese Academy of Sciences"
WIV05,GWHABKM00000000,Genome Warehouse,"EPI_ISL_402128, MN996529",Complete,29852,High,0/0/0/2/NO,Homo sapiens,2019-12-30,China / Hubei / Wuhan,Wuhan Jinyintan Hospital,2020-01-18,"CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases, Wuhan Institute of Virology, Chinese Academy of Sciences"
WIV06,GWHABKN00000000,Genome Warehouse,"EPI_ISL_402129, MN996530",Complete,29854,High,0/0/0/0/NO,Homo sapiens,2019-12-30,China / Hubei / Wuhan,Wuhan Jinyintan Hospital,2020-01-18,"CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases, Wuhan Institute of Virology, Chinese Academy of Sciences"
WIV07,GWHABKO00000000,Genome Warehouse,"EPI_ISL_402130, MN996531",Complete,29857,High,0/0/0/2/NO,Homo sapiens,2019-12-30,China / Hubei / Wuhan,Wuhan Jinyintan Hospital,2020-01-18,"CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases, Wuhan Institute of Virology, Chinese Academy of Sciences"
TG13,GWHABKP00000000,Genome Warehouse,"EPI_ISL_402131, MN996532",Complete,29855,High,0/0/NA/NA/NA,Rhinolophus affinis,2013-07-24,China / Yunnan / Pu'er,Wuhan Institute of Virology,2020-01-24,"CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases, Wuhan Institute of Virology, Chinese Academy of Sciences"
BetaCoV/Guangdong/20SF174/2020,EPI_ISL_406531,GISAID,,Complete,29808,High,0/0/0/1/NO,Homo sapiens,2020-01-22,China / Guangdong Province,Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Institute of Public Health,2020-01-29,Guangdong Provincial Center for Diseases Control and Prevention
BetaCoV/Guangzhou/20SF206/2020,EPI_ISL_406533,GISAID,,Complete,29839,High,0/0/0/2/NO,Homo sapiens,2020-01-22,China / Guangdong Province / Guangzhou City,Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Institute of Public Health,2020-01-29,Guangdong Provincial Center for Diseases Control and Prevention
BetaCoV/Foshan/20SF207/2020,EPI_ISL_406534,GISAID,,Complete,29839,High,0/0/0/2/NO,Homo sapiens,2020-01-22,China / Guangdong Province,Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Institute of Public Health,2020-01-29,Guangdong Provincial Center for Diseases Control and Prevention
BetaCoV/Foshan/20SF210/2020,EPI_ISL_406535,GISAID,,Complete,29839,High,0/0/0/1/NO,Homo sapiens,2020-01-22,China / Guangdong Province,Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Institute of Public Health,2020-01-29,Guangdong Provincial Center for Diseases Control and Prevention
BetaCoV/Foshan/20SF211/2020,EPI_ISL_406536,GISAID,,Complete,29803,High,0/0/0/1/NO,Homo sapiens,2020-01-22,China / Guangdong Province,Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Institute of Public Health,2020-01-29,Guangdong Provincial Center for Diseases Control and Prevention
BetaCoV/Guangdong/20SF201/2020,EPI_ISL_406538,GISAID,,Complete,29839,High,0/0/0/0/NO,Homo sapiens,2020-01-23,China / Guangdong Province,Guangdong Provincial Center for Diseases Control and Prevention;Guangdong Provincial Institute of Public Health,2020-01-29,Guangdong Provincial Center for Diseases Control and Prevention
BetaCoV/Shenzhen/SZTH-001/2020,EPI_ISL_406592,GISAID,,Complete,29891,High,0/0/0/27/YES,Homo sapiens,2020-01-13,China/ Guangdong Province / Shenzhen City,Shenzhen Third People's Hospital,2020-01-29,"Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital"
BetaCoV/Shenzhen/SZTH-003/2020,EPI_ISL_406594,GISAID,,Complete,29898,High,0/0/0/2/NO,Homo sapiens,2020-01-16,China/ Guangdong Province / Shenzhen City,"Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital",2020-01-29,"Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital"
BetaCoV/Shenzhen/SZTH-004/2020,EPI_ISL_406595,GISAID,,Complete,29899,High,0/0/0/9/NO,Homo sapiens,2020-01-16,China/ Guangdong Province / Shenzhen City,"Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital",2020-01-29,"Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital"
BetaCoV/Shenzhen/SZTH-002/2020,EPI_ISL_406593,GISAID,,Complete,29891,High,0/0/0/3/NO,Homo sapiens,2020-01-13,China/ Guangdong Province / Shenzhen City,"Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital",2020-01-29,"Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital"
BetaCoV/France/IDF0373/2020,EPI_ISL_406597,GISAID,,Complete,29809,High,0/0/0/2/NO,Homo sapiens,2020-01-23,France / Ile-de-France / Paris,"Department of Infectious and Tropical Diseases, Bichat Claude Bernard Hospital, Paris",2020-01-29,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
BetaCoV/France/IDF0372/2020,EPI_ISL_406596,GISAID,,Complete,29853,High,0/0/0/2/NO,Homo sapiens,2020-01-23,France / Ile-de-France / Paris,"Department of Infectious and Tropical Diseases, Bichat Claude Bernard Hospital, Paris",2020-01-29,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
2019-nCoV_HKU-SZ-001_2020,MN938387,GenBank,EPI_ISL_412043,Partial,107,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Guangdong / Shenzhen,University of Hong Kong-Shenzhen Hospital,2020-01-14,University of Hong Kong-Shenzhen Hospital
2019-nCoV_HKU-SZ-001_2020,MN938385,GenBank,EPI_ISL_412041,Partial,287,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Guangdong / Shenzhen,University of Hong Kong-Shenzhen Hospital,2020-01-14,University of Hong Kong-Shenzhen Hospital
2019-nCoV_HKU-SZ-002b_2020,MN938388,GenBank,EPI_ISL_412044,Partial,107,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Guangdong / Shenzhen,University of Hong Kong-Shenzhen Hospital,2020-01-14,University of Hong Kong-Shenzhen Hospital
2019-nCoV_HKU-SZ-004_2020,MN938389,GenBank,EPI_ISL_412045,Partial,107,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Guangdong / Shenzhen,University of Hong Kong-Shenzhen Hospital,2020-01-14,University of Hong Kong-Shenzhen Hospital
2019-nCoV_HKU-SZ-004_2020,MN938386,GenBank,EPI_ISL_412042,Partial,287,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Guangdong / Shenzhen,University of Hong Kong-Shenzhen Hospital,2020-01-14,University of Hong Kong-Shenzhen Hospital
2019-nCoV_HKU-SZ-005_2020,MN938390,GenBank,EPI_ISL_412046,Partial,107,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Guangdong / Shenzhen,University of Hong Kong-Shenzhen Hospital,2020-01-14,University of Hong Kong-Shenzhen Hospital
2019-nCoV_HKU-SZ-007a_2020,MN975266,GenBank,EPI_ISL_412052,Partial,107,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Guangdong / Shenzhen,University of Hong Kong-Shenzhen Hospital,2020-01-21,University of Hong Kong-Shenzhen Hospital
2019-nCoV_HKU-SZ-007a_2020,MN975263,GenBank,EPI_ISL_412049,Partial,287,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Guangdong / Shenzhen,University of Hong Kong-Shenzhen Hospital,2020-01-21,University of Hong Kong-Shenzhen Hospital
2019-nCoV_HKU-SZ-007b_2020,MN975264,GenBank,EPI_ISL_412050,Partial,287,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Guangdong / Shenzhen,University of Hong Kong-Shenzhen Hospital,2020-01-21,University of Hong Kong-Shenzhen Hospital
2019-nCoV_HKU-SZ-007b_2020,MN975267,GenBank,EPI_ISL_412053,Partial,107,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Guangdong / Shenzhen,University of Hong Kong-Shenzhen Hospital,2020-01-21,University of Hong Kong-Shenzhen Hospital
2019-nCoV_HKU-SZ-007c_2020,MN975268,GenBank,EPI_ISL_412054,Partial,107,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Guangdong / Shenzhen,University of Hong Kong-Shenzhen Hospital,2020-01-21,University of Hong Kong-Shenzhen Hospital
2019-nCoV_HKU-SZ-007c_2020,MN975265,GenBank,EPI_ISL_412051,Partial,287,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Guangdong / Shenzhen,University of Hong Kong-Shenzhen Hospital,2020-01-21,University of Hong Kong-Shenzhen Hospital
SI200040-SP,MN970003,GenBank,,Partial,290,High,0/0/NA/NA/NA,Homo sapiens,2020-01-08,Thailand,,2020-01-19,"Faculty of Medicine, Chulalongkorn University"
SI200121-SP,MN970004,GenBank,,Partial,290,High,0/0/NA/NA/NA,Homo sapiens,2020-01-13,Thailand,,2020-01-19,"Faculty of Medicine, Chulalongkorn University"
BetaCoV/Taiwan/2/2020,EPI_ISL_406031,GISAID,,Complete,29880,High,0/0/0/4/NO,Homo sapiens,2020-01-23,China / Taiwan / Kaohsiung,Centers for Disease Control (Taiwan),2020-01-27,Centers for Disease Control (Taiwan)
2019-nCoV/USA-CA1/2020,MN994467,GenBank,EPI_ISL_406034,Complete,29882,High,0/0/0/7/NO,Homo sapiens,2020-01-23,United States / California / Los Angeles,California Department of Public Health,2020-01-27,"Division of Viral Diseases, Centers for Disease Control and Prevention"
2019-nCoV/USA-CA2/2020,MN994468,GenBank,EPI_ISL_406036,Complete,29883,High,0/0/0/2/NO,Homo sapiens,2020-01-22,United States / California / Orange County,California Department of Public Health,2020-01-27,"Division of Viral Diseases, Centers for Disease Control and Prevention"
2019-nCoV/USA-AZ1/2020,MN997409,GenBank,EPI_ISL_406223,Complete,29882,High,0/0/0/4/NO,Homo sapiens,2020-01-22,United States / Arizona / Phoenix,Arizona Department of Health Services,2020-01-28,"Division of Viral Diseases, Centers for Disease Control and Prevention"
2019-nCoV WHU01,MN988668,GenBank,EPI_ISL_406716,Complete,29881,High,0/0/0/0/NO,Homo sapiens,2020-01-02,China / Hubei / Wuhan,"State Key Laboratory of Virology, Wuhan University",2020-01-23,"State Key Laboratory of Virology, Wuhan University"
2019-nCoV WHU02,MN988669,GenBank,EPI_ISL_406717,Complete,29881,High,0/0/0/0/NO,Homo sapiens,2020-01-02,China / Hubei / Wuhan,"State Key Laboratory of Virology, Wuhan University",2020-01-23,"State Key Laboratory of Virology, Wuhan University"
2019-nCoV/USA-WA1/2020,MN985325,GenBank,EPI_ISL_404895,Complete,29882,High,0/0/0/3/NO,Homo sapiens,2020-01-19,United States / Washington / Snohomish County,Providence Regional Medical Center,2020-01-24,"Division of Viral Diseases, Centers for Disease Control and Prevention"
2019-nCoV/USA-IL1/2020,MN988713,GenBank,EPI_ISL_404253,Complete,29882,High,0/8/0/8/NO,Homo sapiens,2020-01-21,United States / Illinois /Chicago,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Dieases Control and Prevention",2020-01-25,IL Department of Public Health Chicago Laboratory
BetaCoV/Wuhan/IPBCAMS-WH-01/2019,GWHABKF00000000,Genome Warehouse,"EPI_ISL_402123, MT019529",Complete,29899,High,0/0/0/3/NO,Homo sapiens,2019-12-23,China / Hubei / Wuhan,"Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College",2020-01-11,"Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College; Vision Medicals Co., Ltd"
